"FIPS" "year" "lat" "long" "size" "population" "income" "basalpercent" "x" "y"
"2734" 55085 2005 45.70288 -89.52026 1112.97 35714 27181 42 -0.126095949539003 -1.15226561320375
"2735" 55087 1999 44.41665 -88.46359 637.52 178816 27573 6 -0.115474160094568 -1.17596324379483
"2736" 55089 1999 43.38477 -87.94484 233.08 86823 41272 7 -0.11072258011193 -1.19457777142076
"2740" 55097 2003 44.4741 -89.49174 800.68 70433 25207 25 -0.12807927125265 -1.17364587029308
"2742" 55101 1999 42.74889 -88.05643 332.5 194797 26953 5 -0.113167963173776 -1.20555691663013
"2744" 55105 2003 42.67162 -89.07666 718.14 160418 24119 4 -0.126243354493177 -1.20562212845628
"2747" 55111 2007 43.42767 -89.94574 830.9 62597 25734 24 -0.135759782893441 -1.19123471332554
"2749" 55115 1999 44.78817 -88.76223 893.06 41607 22828 14 -0.118513172604431 -1.16912860944679
"2750" 55117 1999 43.71968 -87.9404 511.27 115009 25830 5 -0.110125112484591 -1.18873601558413
"2754" 55125 2005 46.04394 -89.5056 856.6 21338 26863 39 -0.125272266594946 -1.1463739209129
"2755" 55127 2002 42.67061 -88.54248 555.13 102851 27410 7 -0.119467101906639 -1.20633026682515
"2757" 55131 1999 43.3724 -88.22803 430.7 132661 31521 5 -0.114302091289514 -1.19445853074467
"2758" 55133 1999 43.0191 -88.30065 549.57 392292 37310 7 -0.115809885515104 -1.20054073681088
"2759" 55135 2002 44.46637 -88.96196 747.71 52131 24215 17 -0.121549249562606 -1.1744761045044
"2760" 55137 2002 44.11174 -89.22875 626.15 24461 22363 26 -0.12550196763494 -1.18030363209711
"2761" 55139 2000 44.07066 -88.63734 434.49 168794 26880 2 -0.118226746916655 -1.18177760105544
"2762" 55141 2003 44.45629 -90.03312 793.12 74424 25456 33 -0.13479796481983 -1.17320689918703
